City,Country,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Helsinki,Finland,1952,Cycling,Cycling Track,"MESSINA, Guido",ITA,Italy,Men,Team Pursuit (4000m),Men,Gold
Helsinki,Finland,1952,Cycling,Cycling Track,"MORETTINI, Marino",ITA,Italy,Men,Team Pursuit (4000m),Men,Gold
Helsinki,Finland,1952,Cycling,Cycling Track,"ESTMAN, George",RSA,South Africa,Men,Team Pursuit (4000m),Men,Silver
Helsinki,Finland,1952,Cycling,Cycling Track,"FOWLER, Robert Gerald",RSA,South Africa,Men,Team Pursuit (4000m),Men,Silver
Helsinki,Finland,1952,Cycling,Cycling Track,"SHARDELOW, Thomas Frederick",RSA,South Africa,Men,Team Pursuit (4000m),Men,Silver
Helsinki,Finland,1952,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,South Africa,Men,Team Pursuit (4000m),Men,Silver
Helsinki,Finland,1952,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",FRA,France,Men,individual,Both,Bronze
Helsinki,Finland,1952,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Sweden,Men,individual,Both,Gold
Helsinki,Finland,1952,Equestrian,Dressage,"HARTEL, Lis",DEN,Denmark,Women,individual,Both,Silver
Helsinki,Finland,1952,Equestrian,Dressage,"POLLAY, Heinz",GER,Germany,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Dressage,"THIEDEMANN, Fritz",GER,Germany,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Dressage,"PERSSON, GehnÑll",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Dressage,"CHAMMARTIN, Henri",SUI,Switzerland,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Dressage,"FISCHER, Gustav",SUI,Switzerland,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Dressage,"TRACHSEL, Gottfried",SUI,Switzerland,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Dressage,"VON NAGEL, Ida",GER,Germany,Women,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Eventing,"BöSING, Wilhelm ""Willy""",GER,Germany,Men,individual,Both,Bronze
Helsinki,Finland,1952,Equestrian,Eventing,"VON BLIXEN FINECKE JR., Hans",SWE,Sweden,Men,individual,Both,Gold
Helsinki,Finland,1952,Equestrian,Eventing,"LEFRANT, Guy Robert Marie",FRA,France,Men,individual,Both,Silver
Helsinki,Finland,1952,Equestrian,Eventing,"HOUGH, Charles Gordon Jr.",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Eventing,"STALEY, Walter Goodwin Jr.",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Eventing,"WOFFORD, John Edwin Brown",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Eventing,"FRôLEN, Folke",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Eventing,"STAHRE, Olof",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Eventing,"VON BLIXEN FINECKE JR., Hans",SWE,Sweden,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Eventing,"BöSING, Wilhelm ""Willy""",GER,Germany,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Eventing,"ROTHE, Otto",GER,Germany,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Eventing,"WAGNER, Klaus",GER,Germany,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Jumping,"THIEDEMANN, Fritz",GER,Germany,Men,individual,Both,Bronze
Helsinki,Finland,1952,Equestrian,Jumping,"JONQUERES D'ORIOLA, Pierre",FRA,France,Men,individual,Both,Gold
Helsinki,Finland,1952,Equestrian,Jumping,"CRISTI-GALLO, Oscar",CHI,Chile,Men,individual,Both,Silver
Helsinki,Finland,1952,Equestrian,Jumping,"MCCASHIN, Arthur Johan",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Jumping,"RUSSELL, John William",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Jumping,"STEINKRAUS, William Clark",USA,United States,Men,team,Both,Bronze
Helsinki,Finland,1952,Equestrian,Jumping,"LLEWELLYN, Harry Morton",GBR,United Kingdom,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Jumping,"STEWART, Douglas Norman",GBR,United Kingdom,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Jumping,"WHITE, Wilfred Harry",GBR,United Kingdom,Men,team,Both,Gold
Helsinki,Finland,1952,Equestrian,Jumping,"CRISTI-GALLO, Oscar",CHI,Chile,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Jumping,"ECHEVERRIA, Ricardo",CHI,Chile,Men,team,Both,Silver
Helsinki,Finland,1952,Equestrian,Jumping,"MENDOZA, Cesar",CHI,Chile,Men,team,Both,Silver
Helsinki,Finland,1952,Fencing,Fencing,"ZAPPELLI, Oswald",SUI,Switzerland,Men,ÇpÇe individual,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Italy,Men,ÇpÇe individual,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Dario",ITA,Italy,Men,ÇpÇe individual,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"BARTH, Paul",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"FITTING, Willy",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"MEISTER, Paul",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"RöFENACHT, Otto",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"VALOTA, Mario",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"ZAPPELLI, Oswald",SUI,Switzerland,Men,ÇpÇe team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"BATTAGLIA, Roberto",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"BERTINETTI, Franco",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Dario",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"PAVESI, Carlo",ITA,Italy,Men,ÇpÇe team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"CARLESON, Per Hjalmar",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"FAHLMAN, Sven",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"FORSSELL, Carl",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"LJUNGQUIST, Bengt",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"MAGNUSSON, Lennart",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"REHBINDER, Berndt-Otto",SWE,Sweden,Men,ÇpÇe team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"DI ROSA, Manlio",ITA,Italy,Men,foil individual,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"D'ORIOLA, Christian",FRA,France,Men,foil individual,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Italy,Men,foil individual,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"LACHMANN, Karen Vilhelmine",DEN,Denmark,Women,foil individual,Women,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"CAMBER, Irene",ITA,Italy,Women,foil individual,Women,Gold
Helsinki,Finland,1952,Fencing,Fencing,"ELEK, Ilona",HUN,Hungary,Women,foil individual,Women,Silver
Helsinki,Finland,1952,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"GEREVICH, Aladar",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"MASZLAY, Lajos",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"PALOCZ, Endre",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"TILLI, Endre",HUN,Hungary,Men,foil team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"BUHAN, Jehan",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"D'ORIOLA, Christian",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"LATASTE, Jacques",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"NETTER, Claude",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"NO”L, Jacques",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"ROMMEL, Adrien",FRA,France,Men,foil team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"DI ROSA, Manlio",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"NOSTINI, Renzo",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"PELLINI, Giorgio",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"SPALLINO, Antonio",ITA,Italy,Men,foil team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Hungary,Men,sabre individual,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Hungary,Men,sabre individual,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"GEREVICH, Aladar",HUN,Hungary,Men,sabre individual,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"LAROYENNE, Jean",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"LEFEVRE, Jacques",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"LEVAVASSEUR, Jean",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"MOREL, Bernard",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"PIOT, Maurice",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"TOURNON, Jean Francois",FRA,France,Men,sabre team,Men,Bronze
Helsinki,Finland,1952,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"GEREVICH, Aladar",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"KARPATI, Rudolf",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"PAPP, Bertalan",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"RAJCSANYI, Laszlo",HUN,Hungary,Men,sabre team,Men,Gold
Helsinki,Finland,1952,Fencing,Fencing,"DARE, Gastone",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"FERRARI, Roberto",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"NOSTINI, Renzo",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"PELLINI, Giorgio",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"PINTON, Vincenzo",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Fencing,Fencing,"RACCA, Mauro",ITA,Italy,Men,sabre team,Men,Silver
Helsinki,Finland,1952,Football,Football,"AHLUND, Olof ""Olle""",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"BENGTSSON, Sylve",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"BRODD, Yngve",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"GUSTAVSSON, Bengt",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"HANSSON, Holger",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"LINDH, Gîsta Lennart",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"LôFGREN, Gîsta",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"NILSSON, Erik",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"RYDELL, Ingvar",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"SAMUELSSON, Lennart",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"SANDBERG, Gîsta",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"SVENSSON, Karl",SWE,Sweden,Men,football,Men,Bronze
Helsinki,Finland,1952,Football,Football,"BOZSIK, Jozsef",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"BUDAI, Laszlo",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"BUZANSZKY, Jenî",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"CSORDAS, Lajos",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"CZIBOR, Zoltan",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"DALNOKI, Jenî",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"GROSICS, Gyula",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"HIDEGKUTI, Nandor",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"KOCSIS, Sandor",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"KOVACS, Imre",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"LANTOS, Mihaly",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"LORANT, Gyula",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"PALOTAS, Peter",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"PUSKAS, Ferenc",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"ZAKARIAS, Jozsef",HUN,Hungary,Men,football,Men,Gold
Helsinki,Finland,1952,Football,Football,"BEARA, Vladimir",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"BOBEK, Stjepan",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"BOSKOV, Vujadin",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"CAJKOVSKI, Zlatko",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"CRNKOVIC, Tomislav",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"HORVAT, Ivan",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"MITIC, Rajko",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"OGNJANOV, Tihomir",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"STANKOVIC, Branislav",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"VUKAS, Bernard",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Football,Football,"ZEBEC, Branko",YUG,#N/D,Men,football,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Hungary,Women,balance beam,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BOCHAROVA, Nina",URS,#N/D,Women,balance beam,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GOROKHOVSKAYA, Mariya",URS,#N/D,Women,balance beam,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"THORESSON, William",SWE,Sweden,Men,floor exercises,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"JOKIEL, Jerzy",POL,Poland,Men,floor exercises,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"UESAKO, Tadao",JPN,Japan,Men,floor exercises,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Hungary,Women,floor exercises,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Hungary,Women,floor exercises,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GOROKHOVSKAYA, Mariya",URS,#N/D,Women,floor exercises,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GöNTHARD, Jakob (Jack)",SUI,Switzerland,Men,horizontal bar,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Germany,Men,horizontal bar,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Switzerland,Men,horizontal bar,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Switzerland,Men,individual all-round,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,#N/D,Men,individual all-round,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,#N/D,Men,individual all-round,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Hungary,Women,individual all-round,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GOROKHOVSKAYA, Mariya",URS,#N/D,Women,individual all-round,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BOCHAROVA, Nina",URS,#N/D,Women,individual all-round,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Switzerland,Men,parallel bars,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Switzerland,Men,parallel bars,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,#N/D,Men,parallel bars,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,#N/D,Men,pommel horse,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KOROLKOV, Yevgeni",URS,#N/D,Men,pommel horse,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,#N/D,Men,pommel horse,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Switzerland,Men,rings,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LEONKIN, Dmitri",URS,#N/D,Men,rings,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,#N/D,Men,rings,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,#N/D,Men,rings,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LAITINEN, Kalevi Johannes",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LAPPALAINEN, Onni Armas",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LEMPINEN, Kaino Johannes",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LINDFORS, Berndt Torbjîrn",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"ROVE, Olavi Antero",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"VISKARI, Kalevi",FIN,Finland,Men,team competition,Men,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BELYAKOV, Vladimir",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BERDIEV, Iosif",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KOROLKOV, Yevgeni",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"LEONKIN, Dmitri",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"PERELMAN, Mikhail",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,#N/D,Men,team competition,Men,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"FIVIAN, Ernst",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GEBENDINGER, Ernst",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GöNTHARD, Jakob (Jack)",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SCHWARZENTRUBER, Johannes (Hans)",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"THALMANN, Melchior",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"TSCHABOLD, Jean Louis",SUI,Switzerland,Men,team competition,Men,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BOBKOVA-MAREJKOVA, Hana",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"CHADIMOVA, Alena",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"RABASOVA, Jana",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"REICHOVA, Alena",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SINOVA-MATOUSKOVA, Matylda",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SRNCOVA, Bozena",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"VANCUROVA-DRAZDIKOVA, Vera",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,#N/D,Women,team competition,Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BOCHAROVA, Nina",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"DANILOVA, Pelageya",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"DZUGELI, Medeya",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GOROKHOVSKAYA, Mariya",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KALINCHUK, Ekaterina",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"MINAICHEVA, Galina",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"SHAMRAI, Galina",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"URBANOVICH, Galina",URS,#N/D,Women,team competition,Women,Gold
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"PERENYI, Karolyne",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"ZALAI, Laszlone",HUN,Hungary,Women,team competition,Women,Silver
Helsinki,Finland,1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Hungary,Women,"team, portable apparatus",Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",HUN,Hungary,Women,"team, portable apparatus",Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",HUN,Hungary,Women,"team, portable apparatus",Women,Bronze
Helsinki,Finland,1952,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Hungary,Women,"team, portable apparatus",Women,Bronze
